Epoch,train_gen_loss,train_gen_ssim,train_gen_psnr,train_disc_loss,train_disc_acc,valid_gen_loss,valid_gen_ssim,valid_gen_psnr,valid_disc_loss,valid_disc_acc,Elapsed Time (Seconds)
1,0.0,0.0,0.0,0.1448451588743141,0.9645833333333333,93.67593175714666,0.007591907231306488,10.753127878362482,0.6022490046241067,0.9971590909090909,14.23570466041565
2,17.86416046354506,0.05264941586129781,5.699377017550998,0.07242257943715705,0.4822916666666667,83.23026483709162,0.04448283901861445,10.932578346946023,0.6985946541482753,0.7485795454545454,12.667351245880127
3,11.909440309030039,0.03509961057419854,3.799584678367332,1.1421597908045935,0.6061342592592592,81.25191104773319,0.05684378403097843,10.992730371879809,0.4809633807674276,0.8295454545454545,5.155431747436523
4,12.611620654000177,0.06679999753703467,5.7596091879738704,0.8566198431034452,0.45460069444444445,79.25232384421608,0.06280024822759019,11.025379332629116,0.3737628370078958,0.870028409090909,7.669450283050537
5,12.210542522006566,0.0874690215444813,6.940306807623969,0.6852958744827562,0.36368055555555556,72.3017822265625,0.07275108436799863,11.097522354125976,0.3103653288954361,0.8943181818181817,7.725767374038696
6,11.582144893540276,0.10195872090946606,7.730403013582582,0.5710798954022968,0.3030671296296296,64.83120109095718,0.0824161685481103,11.169600746848367,0.27417203244245186,0.9105113636363634,7.787319183349609
7,10.954837226867676,0.11217673610053246,8.295693426283579,0.4894970532019687,0.2597718253968254,58.27464980583686,0.09062174610285598,11.230513386912161,0.2690288242763029,0.9220779220779219,7.828451633453369
8,10.366548282570308,0.11971445060787825,8.72032511499193,0.4283099215517226,0.22730034722222223,52.49032260071147,0.0981416366094808,11.283109708265826,0.29595964268082753,0.923650568181818,7.837747097015381
9,9.847227050051277,0.12551921074347638,9.050975300353251,0.38071993026819784,0.20204475308641975,47.53889202349113,0.10502990981977847,11.327408549761532,0.33673861955358375,0.9150883838383836,7.813061952590942
10,9.392793069680533,0.13006729298116018,9.315666838751898,0.3426479372413781,0.18184027777777778,43.39264587922529,0.11101234751245515,11.364201953194359,0.40416052884591575,0.8803977272727271,7.898513317108154
11,8.982363132274513,0.13384101295966014,9.532486012969354,0.31149812476488914,0.16530934343434345,39.881368922793165,0.11638039368597312,11.395157419945583,0.44273060462860897,0.8623450413223139,7.706116199493408
12,8.615658702452977,0.13694470742743256,9.713239564719023,0.2855399477011484,0.1515335648148148,36.972321324276194,0.12074662897044397,11.420535448825722,0.5137733343078501,0.8328598484848483,7.84937858581543
13,7.952915725341209,0.12641049916378388,8.966067290509868,1.135522770254447,0.18760683760683763,34.66094832487039,0.12454013010304604,11.442565957983058,0.4997622117602064,0.8433129370629369,4.553765535354614
14,7.7873561478796445,0.12949202400077844,9.161218746124751,1.054414000950558,0.17420634920634923,32.64841302803584,0.12759288714581787,11.459613620460809,0.5938553625397239,0.8191964285714285,7.593137264251709
15,7.268199071354335,0.12085922240072654,8.550470829716435,1.0356644740767993,0.22342592592592592,31.145151451862212,0.130291822865944,11.474630956938773,0.775936632634451,0.8179924242424241,4.6258766651153564
16,6.813936629394689,0.11330552100068113,8.016066402859158,0.9810221083724332,0.27068142361111114,29.845212493430477,0.13266936845982194,11.487848032604566,0.8733591291794173,0.8190696022727272,4.27775502204895
17,6.41311682766559,0.10664049035358224,7.544533085043914,0.9240733915068047,0.3134191176470588,28.660832850053342,0.13476215681200598,11.499525646474911,0.8898132377363901,0.823696524064171,4.958670616149902
18,6.056832559461946,0.10071601866727212,7.125392358097029,0.8727985754048653,0.3515625,27.61699838469726,0.1365700799459121,11.509597946899108,0.8863149892534082,0.829229797979798,4.715014934539795
19,5.738051898437633,0.09541517557952095,6.75037170767087,0.8268886115692304,0.38569078947368424,26.662822526037402,0.13820348868734741,11.518699271827225,0.8755214562501457,0.8358253588516746,4.962904930114746
20,5.747899324761496,0.09905039665573794,6.997594510184394,0.785544180990769,0.36640625,25.582596183906894,0.13992836905262349,11.527740586887708,0.9444299822736703,0.8183238636363637,7.885305404663086
21,5.474189833106187,0.0943337111007028,6.6643757239851364,0.7482249316132987,0.39656084656084656,24.616916089862965,0.14145438518028433,11.535782908980465,1.014158549785082,0.8014069264069266,4.905681133270264
22,5.225363022510451,0.09004581514157994,6.361449554713085,0.7142525475903041,0.423989898989899,23.738604857901887,0.14284284101714467,11.543109038644587,1.0738165994532685,0.7865444214876033,4.962881803512573
23,4.998173325879562,0.08613077970064169,6.08486479146469,0.6832143169581818,0.44903381642512075,22.940078506356635,0.14409022972451546,11.549758119545436,1.1242407004555077,0.7733448616600791,5.080447196960449
24,4.789916103967913,0.08254199721311495,5.831328758486994,0.6547568151773239,0.4719907407407407,22.207875617525787,0.1452506840154952,11.555866978385232,1.168477411993963,0.7623106060606061,4.722710847854614
25,4.598319459809197,0.07924031732459035,5.598075608147514,0.628578392967172,0.4931111111111111,21.543051368539977,0.1462912455184216,11.561387020457875,1.2087542187270117,0.7525,5.089200496673584
26,4.421461019047305,0.07619261281210611,5.3827650078341485,0.6044090291345039,0.5126068376068376,20.920259855010286,0.14728399811449328,11.566614621169085,1.2420435998168728,0.7432255244755245,5.035135269165039
27,4.257703203527034,0.07337066418943551,5.183403340877328,0.5820285364401622,0.5306584362139918,20.335924297069454,0.14821993579511042,11.571543032071407,1.2710046218472977,0.7349537037037037,4.604250907897949
28,4.10564237482964,0.0707502833255271,4.998281792988853,0.5612469822430965,0.5474206349206349,19.81455207258075,0.1490220063435543,11.575854165213451,1.2993437818284812,0.726765422077922,4.834584712982178
