Epoch,train_gen_loss,train_gen_ssim,train_gen_psnr,train_disc_loss,train_disc_acc,valid_gen_loss,valid_gen_ssim,valid_gen_psnr,valid_disc_loss,valid_disc_acc,Elapsed Time (Seconds)
1,99.22198079427083,0.007470007292512392,10.753238010406495,0.11767176562059005,0.9725694444444445,97.02395699240945,0.008428959345275705,10.775657133622603,1.4223479466004805,0.5,13.377886056900024
2,92.90326546563043,0.013060510339629319,10.811551825205484,0.059694906083929154,0.9862847222222222,95.93418433449486,0.010456537912515076,10.78185931119052,2.3554200638424265,0.5,5.841626167297363
3,85.92638012921368,0.019844882179879477,10.875908290015326,0.04345861371972054,0.9905092592592593,88.83841543486625,0.01794486159853863,10.85065590251576,1.895860740632722,0.5056818181818182,5.754423141479492
4,79.45596364339193,0.027000065160811774,10.9353787528144,0.033026167401460624,0.9928819444444444,80.2578652121804,0.02743857146494768,10.93125115741383,1.651179694316604,0.5355113636363636,5.846002817153931
5,73.65358207702636,0.03405973490948479,10.988745924631754,0.026536540985127127,0.9943055555555557,73.246536879106,0.03583411110395735,10.996701934120871,1.7265782280401751,0.5284090909090909,5.7349913120269775
6,68.4608485257184,0.04092488932009373,11.037189976374307,0.022155515513780855,0.9952546296296297,67.20907280661844,0.04375078210212064,11.052833268136688,1.8847321858911805,0.5241477272727273,5.729893684387207
7,63.798381847805445,0.04754088568456826,11.08151968547276,0.01917820742662065,0.9959325396825397,61.96070599246335,0.05132806714769307,11.102892888056767,1.9124482413391015,0.520698051948052,5.821427822113037
8,59.60206424660153,0.053997244531961364,11.122159430715772,0.016940972300368014,0.9964409722222223,57.53384917432612,0.05812777805311436,11.145020679994062,1.9242318482561547,0.5181107954545454,5.768076658248901
9,55.86268435348699,0.06014427150036266,11.15842233704932,0.015241859880734128,0.9968364197530865,53.73707285794345,0.06442972805087616,11.181679041698724,1.9560280032832216,0.5157828282828283,5.77470588684082
10,52.54073726442125,0.06588515478807191,11.190668100780911,0.013768039148426458,0.9971527777777778,50.38716971657494,0.0703059255230156,11.214182558926668,2.1090619992126123,0.5142045454545454,5.700114965438843
11,49.597109332229145,0.07113073215434196,11.219142287668555,0.012517809398678187,0.9974116161616162,47.46311261831237,0.07581471514788049,11.24312029594232,2.206347372413667,0.5129132231404958,5.6518449783325195
12,46.994758332217174,0.07589761980516077,11.244360172307049,0.011480766131146838,0.9976273148148148,44.84838775432471,0.08080055410832619,11.269057931322038,2.286905120268013,0.5118371212121212,5.695791721343994
13,44.67944516239003,0.08022644295731289,11.266799822424211,0.010605890362204193,0.9978098290598291,42.57983369093675,0.08512853892272586,11.291277405265326,2.351920119115523,0.5109265734265734,5.524916410446167
14,42.61801243509565,0.08413343246331409,11.286698476095049,0.009851311699844226,0.9979662698412699,40.62329273100023,0.08894153987964638,11.310360029146267,2.4031505627291545,0.5101461038961038,5.723150253295898
15,40.77693348072194,0.08766672202351469,11.304418105372678,0.009198595889730645,0.9981018518518519,38.90799832777543,0.09222907418328703,11.327006022135414,2.464315291245778,0.5094696969696969,5.716937065124512
16,39.12177183561855,0.09087272467052875,11.320334796773064,0.008630904838017489,0.9982204861111111,37.31921087069944,0.09528154595120047,11.342365546659988,2.505882716653022,0.5088778409090908,5.569956064224243
17,37.61899714501076,0.09379778585755844,11.334752701154724,0.008127812258918319,0.9983251633986929,35.88560685244473,0.09814990111651586,11.356264236776585,2.565850300903626,0.508355614973262,5.717675685882568
18,36.25092340457587,0.09647812926624383,11.34780704357006,0.00767994648131058,0.9984182098765433,34.57975679455381,0.10066150598265607,11.368720497747864,2.610442916251192,0.507891414141414,5.697331190109253
19,34.998448186171686,0.09894417459471967,11.359727456276879,0.007278698458611792,0.9985014619883043,33.397762097810435,0.10303190866547624,11.380206391001431,2.6485150781544773,0.5074760765550238,5.6909284591674805
20,33.84643603112963,0.1012301911625804,11.370658271047805,0.00691734953930669,0.998576388888889,32.29451663277366,0.1052530099976469,11.390971669283779,2.6942327334122225,0.5071022727272727,5.766480207443237
21,32.78300916379091,0.10334260727490777,11.380730498783175,0.006589981964485345,0.99864417989418,31.282169853970085,0.10726820696064661,11.400777721817875,2.735789958274726,0.5067640692640693,5.761519432067871
22,31.79255263058826,0.10532152331057897,11.390062257497,0.006293168910101207,0.9987058080808082,30.339372496959587,0.10915880818843594,11.409813317385586,2.7709438808200777,0.5064566115702479,5.620919942855835
23,30.873627257231927,0.10715774589663614,11.39869983829738,0.006021687951134185,0.9987620772946861,29.453092763546426,0.11095340999778315,11.418329204966426,2.8094133301214743,0.5061758893280632,5.733099460601807
24,30.018763208830794,0.10886706633674394,11.406697410565839,0.005772500756347904,0.9988136574074075,28.643593090953246,0.11259473218921233,11.425843936024288,2.8481894657015805,0.5059185606060606,5.666467666625977
25,29.218680191040036,0.11047650788600245,11.414163105434843,0.005543331695848629,0.9988611111111112,27.87719400232488,0.11413069792091847,11.433028207258742,2.8842286914045165,0.5056818181818181,5.690814971923828
26,28.473416700933733,0.11198493347694286,11.421098475986058,0.005331417798706197,0.9989049145299146,27.163967362650624,0.11553639873627808,11.439676708274787,2.9165045879520743,0.5054632867132867,5.650067090988159
27,27.77959820154763,0.11339077310284039,11.427560820010465,0.005134950382688115,0.9989454732510289,26.500238097476636,0.11688822424446894,11.445943732855696,2.9483592973815083,0.5052609427609427,5.716581344604492
28,27.124839199913872,0.11472311698469437,11.433636744060212,0.004952488701891811,0.998983134920635,25.899064714258365,0.11813280026900111,11.451479726023488,2.9729546701366263,0.5050730519480519,5.71286678314209
