Epoch,train_gen_loss,train_gen_ssim,train_gen_psnr,test_gen_loss,test_gen_ssim,test_gen_psnr,Elapsed Time (Seconds)
1,0.4278392606311374,0.0889885300459961,11.318319182925755,0.7348896946225848,0.06949291910443987,11.054396629333496,26.783266067504883
2,0.2782796319988039,0.12403770697096154,11.47471062342326,0.7304581488881793,0.07014326352093901,11.05023295538766,5.4851648807525635
3,0.21818459916997837,0.13999538722068622,11.537684988092494,0.6891236958049592,0.0766929943291914,11.10048216865176,5.517219066619873
4,0.18488402896457248,0.14874312175799986,11.572191256946988,0.601506165095738,0.08763353460069213,11.187780550548007,5.33643364906311
5,0.16225978679127165,0.15492139383943543,11.595421725379097,0.5147110598427909,0.09917505500572069,11.271738624572752,5.587570905685425
6,0.14595649871561264,0.15896284694576426,11.61168396914447,0.4507319501468114,0.10837841557250137,11.333660420917328,5.420803785324097
7,0.13353550207047235,0.16179166839325002,11.623627210041835,0.3952957768829502,0.11739282424048501,11.386060481168785,5.523354768753052
8,0.12332229581144122,0.16399097586335198,11.6332782096333,0.35352459230593275,0.12413141736760736,11.424833025251116,5.57706618309021
9,0.11478657619452773,0.16567897113086077,11.641178624423937,0.31959402088135014,0.12961000434699513,11.45605102417961,5.368729591369629
10,0.10770848221249052,0.16690798202219106,11.64754413392809,0.2918821973460061,0.1342220031257187,11.48143528529576,5.55127739906311
11,0.101714138731812,0.16794332394451653,11.652974686478126,0.2690436453014225,0.13805840672417122,11.502299915660513,5.469244718551636
12,0.0964596012124309,0.1688151338784438,11.657750285996334,0.24962510026636578,0.14125734917996896,11.519856680007209,5.382498502731323
13,0.09189026748013294,0.1695382218895496,11.661816540742535,0.23328106809448412,0.14390762997688827,11.53450687115009,5.426750183105469
14,0.08785635753283426,0.17016219043113764,11.665312105511864,0.219128216407737,0.14624009855395675,11.547096758472676,5.525081396102905
15,0.08413251912152325,0.17070995544324868,11.668595530898484,0.20642032509758362,0.14821153066697573,11.55856385912214,5.351984739303589
16,0.08094255899389585,0.17111505711283015,11.6712388753891,0.19515556309904375,0.15005246799306146,11.568624624184201,5.596217393875122
17,0.07798264946033752,0.17150853363358798,11.673733456929526,0.18535671815150928,0.15157718665334358,11.577413142228329,5.633766412734985
18,0.07538850748980487,0.17185611392279374,11.675938557401118,0.17686324507471118,0.1529863126398552,11.584874531579397,5.541233539581299
19,0.07303701792544091,0.17215193823274028,11.6778871419137,0.1691604686858959,0.15420858290298542,11.591660836585483,5.599621295928955
20,0.0708567339513037,0.17240981615614145,11.679658131599428,0.16202305257320407,0.15530867329133408,11.59785043171474,5.442183971405029
21,0.06882471262462556,0.1726411736392904,11.68125075486602,0.15571461526715027,0.15623185593558817,11.6032758829545,5.406926393508911
22,0.06691483807082128,0.1728667558777626,11.682704488195554,0.14983742926027868,0.15708610567856918,11.60825504575457,5.503005504608154
23,0.06508029022654474,0.17306979092305913,11.684100674431106,0.14437668256878114,0.1578647283062061,11.612776193559542,5.644388675689697
24,0.06341564567000778,0.17322934289523229,11.685268374725625,0.13938262987704506,0.15859026166920862,11.616910253252302,5.572917461395264
25,0.061894218895170425,0.1733755799693366,11.68631157006158,0.1345909346852984,0.15927726556147848,11.62090796334403,5.31227707862854
26,0.06043467124303182,0.17352252014450986,11.687322813017756,0.13040319871116474,0.15986610079122768,11.624237857022129,5.25846529006958
27,0.05910636836609232,0.17364102384581429,11.68820107660176,0.12623671722159818,0.16046227591614873,11.627682221629632,5.273802995681763
28,0.057811621659331854,0.1737662063257414,11.68907830942245,0.12250273355415893,0.16099077309196702,11.630730638698655,5.477583169937134
29,0.05671833399611872,0.17385699439800964,11.689747057289916,0.11919645135625834,0.1615433932048053,11.633499826703751,5.381253004074097
30,0.05569899073353521,0.17395916479294776,11.690396949979997,0.116033129748844,0.16203860085280167,11.636054247901551,5.371992111206055
31,0.05462729014376159,0.17406602750989647,11.691086984791639,0.11305288318115449,0.16243399101124928,11.638261162190942,5.351023435592651
32,0.053579338619278535,0.17413880917366545,11.691671291655966,0.11021518654056961,0.1627842588183869,11.64037707022258,5.239573955535889
33,0.05259606400724212,0.17420183548841764,11.692165813702928,0.10740464254891205,0.16315883428696945,11.64259776408538,5.457425117492676
34,0.05164791068999596,0.17426726195468184,11.692636464623845,0.10475222202910098,0.16350433905021983,11.644570751350466,5.620835542678833
35,0.05076971886649965,0.1743173484974319,11.692991554320807,0.10227497791757394,0.16382174234913321,11.646363542517836,5.295607566833496
36,0.049887216716636845,0.17437576424117762,11.693374976994082,0.09995229755129137,0.16410724426959716,11.648026443663097,5.44630765914917
37,0.04907382844804643,0.1744187416231914,11.693657730148363,0.09774168531867071,0.16437775027510285,11.649498066846927,5.437300205230713
38,0.04826132735313728,0.17446207101075578,11.693955029939353,0.09560580585235942,0.16462803865901962,11.650954343322525,5.177598237991333
39,0.04750440562212909,0.1744903151102449,11.694145770494078,0.09366475618802586,0.16484773501535477,11.652117348415949,5.3158018589019775
40,0.04677220058110025,0.17451165681265088,11.694300500816771,0.09171838462352755,0.1650657924557371,11.653377791813442,5.566189765930176
41,0.04607423678000122,0.17453248190458834,11.694419496686159,0.08992011414172343,0.1652580646454042,11.654448981069105,5.197808265686035
42,0.045427855943876605,0.1745371811306252,11.694455372593394,0.08815959217597029,0.16544770792785554,11.655475269369527,5.227308750152588
43,0.04478179706159488,0.17455123993868937,11.694532925213958,0.08641322704644697,0.16563252301459697,11.656534179104522,5.18436861038208
44,0.04416652789922676,0.1745565253467478,11.69454874004981,0.08483258741242547,0.16578981816139704,11.657337888494714,5.311811685562134
45,0.04353982756167282,0.17456064330367949,11.69455294856319,0.08327426626568751,0.16594407211930037,11.658102371579124,5.337914943695068
46,0.042944477505729974,0.17455633936454387,11.694499946446815,0.08175626304579078,0.16608306269236606,11.658819826493351,5.562253475189209
47,0.04235329347581165,0.17455462160416776,11.694441068933369,0.08027615934882122,0.16621043946378863,11.65946787976204,5.437561750411987
48,0.0417754452675581,0.17454247759392105,11.694332159227798,0.07889337039419585,0.16632251458109493,11.660004502251034,5.469006061553955
49,0.041242113053933833,0.1745200361234987,11.694151085358362,0.07758295553418709,0.16642720796406793,11.660460944773504,5.415255784988403
50,0.04071692677338918,0.17450404282224674,11.69399731614855,0.07631674102374487,0.16652918231274402,11.66095011302403,5.354146957397461
51,0.04021130587280706,0.17448651916073524,11.693839144654788,0.07515471756291325,0.16661598747309184,11.66128958907782,5.4711973667144775
