Epoch,train_gen_loss,train_gen_ssim,train_gen_psnr,test_gen_loss,test_gen_ssim,test_gen_psnr,Elapsed Time (Seconds)
52,0.039714454190853316,0.174464954313042,11.693639779294662,0.07403696287464312,0.16668855602556207,11.661585996439168,5.110444068908691
53,0.03924781935020062,0.17443505626003913,11.693406829394139,0.0729367803691854,0.16676383494648012,11.661959470764323,5.384923458099365
54,0.03879745269017945,0.17441100858807282,11.693192121717667,0.07182495240811951,0.16684086280800997,11.662313562221627,5.46724534034729
55,0.038359590949434225,0.1743892323261484,11.692975396820996,0.07079189473932442,0.16690124163960485,11.66253363126284,5.203334331512451
56,0.03792787693322651,0.17435975208534812,11.692720386906277,0.06978762104194994,0.16695717694617965,11.66274581636701,5.280001640319824
57,0.03750804609257807,0.17432431211026989,11.692440819136117,0.06878504642567841,0.16701375365369306,11.66295281986246,5.400116920471191
58,0.037087391208414824,0.1742931078775104,11.692176503148573,0.06781266842569626,0.16707698467733534,11.663184194142007,5.119458436965942
59,0.036699510417640094,0.17425208200179668,11.691857256952204,0.06690308098065653,0.16712147021805984,11.663350874228856,5.542316913604736
60,0.036318463793507325,0.17421548868063835,11.691562754666364,0.06600095615500498,0.16716237390147792,11.663447277886524,5.370774745941162
61,0.035935140861188125,0.17418003434430676,11.691273782726629,0.06507566899270589,0.16720369677179314,11.66359564627082,5.238008499145508
62,0.03556293491607926,0.17414147958650142,11.690966671256609,0.06427235221533184,0.16722748376223076,11.663615600304668,5.451468467712402
63,0.03520069190644293,0.17410045293072723,11.690645059622575,0.06347566978190763,0.16725503225006216,11.663646736923527,5.451883316040039
64,0.03485981819944249,0.17405848369995103,11.690301735533609,0.06263160426169637,0.16728487493570096,11.66370734785284,5.370748519897461
65,0.03452115131239605,0.1740187706204497,11.689965854546964,0.06189861402406801,0.16730075192811725,11.663684794667,5.56919264793396
66,0.03417377665588751,0.1739820165401293,11.689658846839109,0.061170785071013846,0.16731230671884437,11.66363497110672,5.747086524963379
67,0.03383558592195337,0.1739432995232319,11.689338208510113,0.060476443914970646,0.16732858406550594,11.663610143193809,5.727741718292236
68,0.03352039518699147,0.17390432971228348,11.689008941993213,0.059814088860479765,0.16735082478927713,11.663641564986284,5.550585746765137
69,0.03323520246335274,0.17386875509504893,11.68869289284551,0.05916714495506843,0.16736522988718983,11.663611619368842,5.746730089187622
70,0.03296884312516167,0.17383736553276694,11.688438442623804,0.05850216758494479,0.1674097448511391,11.663725909408257,5.72017765045166
71,0.0327538765185689,0.17382049380622344,11.688243656874821,0.05791666414176439,0.16746392662466408,11.663919255047496,5.147187232971191
72,0.03254772940719569,0.17380431850575895,11.688125020780681,0.05740353784390863,0.16751364721280948,11.664199738275435,5.131665468215942
73,0.03237500779523515,0.17381034459751465,11.688116409063703,0.05695759526904086,0.1675955807669872,11.66445270956379,5.235534429550171
74,0.03214725389315917,0.17381536367561876,11.68809790310559,0.05639390526591124,0.1676355631353197,11.664670605456966,5.137004613876343
75,0.03191690501460323,0.17379126220375848,11.68798162460327,0.0558347776957921,0.16766720177871838,11.664826814560662,5.247974157333374
76,0.031680497788546376,0.17377172141098987,11.687834985493218,0.0552444479295186,0.16770230644711648,11.66494622266382,5.489212512969971
77,0.031428815946950545,0.1737518204592469,11.687682983266326,0.05467809639967885,0.16773197054171826,11.665074957102702,5.479907751083374
78,0.031205125683732866,0.17372442673337232,11.687482927871224,0.05415113199324838,0.16775181880664256,11.665098936129837,5.538028001785278
79,0.030971689239332953,0.17370481257079332,11.687293357822293,0.053612287285961714,0.167772498170409,11.665133931537648,5.377936840057373
80,0.030730732985668717,0.17367749083049902,11.68707070244683,0.05308092672910012,0.16778415140163683,11.665130104337418,5.303086280822754
81,0.03049051498352909,0.1736440884609884,11.686824891335025,0.05255850450492203,0.167791582913363,11.66507775779334,5.516777515411377
82,0.03025775761785223,0.1736082226975611,11.686557691594771,0.05203718559667212,0.1677993028927659,11.665032441607751,5.516957998275757
83,0.030028250777577783,0.17357337775726212,11.68628972013951,0.051549779876374165,0.16780702466475367,11.664990208440312,5.580736398696899
84,0.029811009875050302,0.17354208848195235,11.686041146863705,0.051075079104527354,0.16782530819756442,11.665004182024067,5.16160249710083
85,0.029619067759295698,0.1735165222903433,11.68584044799306,0.0505972644862007,0.1678554421149883,11.665074543993013,5.189667463302612
86,0.02941526210739323,0.17350629157150876,11.68571748487093,0.05018320244016049,0.16787222435580337,11.665101220837464,5.348512172698975
87,0.02921634657477358,0.17348528383228337,11.68556884422156,0.049742886879174025,0.1678917181352383,11.66514972473796,5.337929010391235
88,0.02902689906533318,0.17346595826481154,11.685420507011992,0.04934742108180929,0.16791083762277065,11.665203775678362,5.375821590423584
89,0.028841931282655425,0.1734431638075422,11.685250006186381,0.04891567953516931,0.16792846691718455,11.665231951167074,5.688757658004761
90,0.02865225393095134,0.17342077369387773,11.68507461524304,0.04848267190040107,0.1679384692498143,11.665207292163181,5.362514019012451
91,0.028457101877501306,0.17339396298884596,11.684858777671506,0.048060271204734356,0.16794186500098493,11.66515179219388,5.5776801109313965
92,0.02826515403778657,0.1733625476746842,11.684618463953912,0.04764516651630404,0.16794148929162614,11.665067782313187,5.316852807998657
93,0.02806842475239379,0.17333019471659433,11.684370618909062,0.047240832251154725,0.16793674774776957,11.664971939063474,5.549720525741577
94,0.027886226597125367,0.1732953770794018,11.684108769978192,0.04684067560546668,0.16793770775040415,11.664894289521097,5.606605052947998
95,0.02770481218371475,0.17326601182061585,11.683869714123464,0.04646610335299845,0.16793731381010293,11.664810493297146,5.283625602722168
96,0.027520487788650724,0.1732374480294917,11.683639590276613,0.04610552461374376,0.16793196962680668,11.664711363258816,5.585906505584717
97,0.027344282768572866,0.1732041545364822,11.683397701761569,0.045756705116277614,0.16792883191241256,11.664629929195621,5.321771144866943
98,0.027173328196921313,0.17317564670332278,11.68317999569467,0.045380357837538,0.16793482104973437,11.664602773182592,5.414557456970215
99,0.027007631179860943,0.17314898622798175,11.68296716478136,0.0450638955805725,0.16793590867394662,11.664520650370983,5.426067590713501
100,0.02683811331457562,0.17312494290775302,11.682767616907757,0.04471993429320201,0.16793539891817738,11.66442674909319,5.138671636581421
