Epoch,train_gen_loss,train_gen_ssim,train_gen_psnr,train_disc_loss,train_disc_acc,test_gen_loss,test_gen_ssim,test_gen_psnr,test_disc_loss,test_disc_acc,Elapsed Time (Seconds)
1,5.216714493433634,0.08556600730969673,11.298851055569118,0.6509971807400387,0.9437037070592244,8.250834396907262,0.07345042484147209,11.066927637372698,1.204350505556379,1.0,63.58740019798279
2,3.810382620493571,0.11799481505165912,11.455062633090549,0.3808073549634881,0.9718518535296121,8.33373716899327,0.07532932981848717,11.076186997549875,0.9289732916014535,0.9880952409335545,51.296918869018555
3,3.3556384872507166,0.13340376390799605,11.518001849563033,0.276333628691457,0.9812345690197414,8.767239570617678,0.0777789152094296,11.113096328008742,0.9794244567553202,0.8523809569222586,52.17354369163513
4,3.07825440996223,0.1360958166122954,11.537995190090603,0.2401329123725494,0.9839814828501807,8.643325226647514,0.08378862642816134,11.191418511526924,1.8090007837329591,0.764285717691694,52.54354524612427
5,2.8651273703575133,0.13582472851810357,11.546535966661242,0.24060753898488155,0.9840740762816536,7.466890662057059,0.09146266366754259,11.260939816066196,2.470385362420763,0.6419047657932554,52.53360390663147
6,2.7655682186285655,0.1341899636934546,11.547927036991828,0.21910610260372917,0.986666668565185,6.597527038483393,0.09684126487090473,11.309282461802164,2.3560108925615038,0.6182539722039585,52.70436763763428
7,2.6727669068745206,0.13412333368028087,11.552001558031355,0.19567009835903137,0.9885714301987301,5.942052301095457,0.10283418440697144,11.3492431640625,2.4913127848080228,0.551020411964582,52.57267379760742
8,2.5767904806468223,0.1348289658891089,11.556350766287911,0.1803841666473697,0.9900000014238888,5.416319764086179,0.10821245198271104,11.38191260610308,2.6700384052736417,0.4845238129741379,52.57684803009033
9,2.4685640807505007,0.13620006746129582,11.562718692826637,0.163294330769345,0.9911111123767901,4.966602140002781,0.11363169586374647,11.41138205452571,2.6901150497179183,0.4428571461448593,52.63485383987427
10,2.3536034720473817,0.13808843825064185,11.570298669603137,0.15144291661576265,0.992000001139111,4.592247053555081,0.11818026932222503,11.435866015298027,3.0351530815873824,0.39904762203139915,52.54248332977295
11,2.252163149250878,0.13987170267106983,11.577391728487882,0.1394277021985012,0.9927272737628282,4.282192977991972,0.12180291435548239,11.456514581457363,3.2273493796199944,0.3632034659385681,52.463154554367065
12,2.1607697045361554,0.14142623357862855,11.584005328460975,0.12880468237757062,0.9933333342825925,4.017430609180814,0.12475636450662501,11.474019788560414,3.40604084943022,0.3333333358612089,52.6372549533844
13,2.077832381083415,0.14266364974702078,11.589854690356132,0.11970945798083503,0.9938461547223931,3.789173301759658,0.12728559569670606,11.489199701246324,3.646848447375245,0.3080586104111357,52.53311729431152
14,2.00240295694934,0.14362364680144107,11.594970026470365,0.11182399821293998,0.994285715099365,3.58741744257966,0.1295092977887514,11.502768098091593,3.8536709224691195,0.2860544239531974,52.573405027389526
15,1.9338640225375137,0.1443735581667473,11.599448432215938,0.1048111789226877,0.994666667426074,3.4116391465777456,0.13125317501170297,11.51406324477423,4.014367984022413,0.26698412902298424,52.65461468696594
16,1.8711925954868394,0.14493305288132333,11.603336879942152,0.09856055429845582,0.9950000007119444,3.254642067211016,0.1326361557335726,11.523821668965477,4.141595082091434,0.25029762095904773,52.62237477302551
17,1.813399449789446,0.14534442814620932,11.606752972821004,0.09298240585447429,0.9952941183171241,3.1156346868066236,0.1337661574743375,11.532226979231634,4.232386416246912,0.23557423149086845,52.59679675102234
18,1.7610562600471353,0.14564285646508923,11.609667407730477,0.08799018287631671,0.995555556188395,2.991567079510008,0.13474212462703386,11.53952275382148,4.299770903492732,0.2224867741858202,52.62354564666748
19,1.7115567099978353,0.14590133811368974,11.612361083114354,0.08350517890254058,0.9957894742837426,2.8749379139197506,0.1355202713967266,11.5462036347927,4.360424665131964,0.21077694396551389,52.623483419418335
20,1.6667075521747272,0.14612906866836262,11.614730032285053,0.07945677680842993,0.9960000005695555,2.7754690630095356,0.13622838189559325,11.551756668090821,4.4069489508867274,0.2002380967672382,52.64347267150879
21,1.6241988530865423,0.14630005982724176,11.61688570749192,0.07579145179704207,0.9961904767329101,2.681567441849482,0.13673728668973562,11.556627215171346,4.463552708123006,0.1907029493021316,52.6756956577301
22,1.5846564897383104,0.14640559983284526,11.618721872387509,0.0724533154735003,0.996363636881414,2.5936814504010344,0.13749168314910556,11.562012214165229,4.48945778956661,0.18203463342476198,53.03068828582764
23,1.5481107303773725,0.1464984179211214,11.620372953737414,0.06939123647671602,0.9965217396257005,2.5137688884083538,0.13807315527467254,11.566509430452902,4.521764553481748,0.17412008414542451,53.31446695327759
24,1.5134631812020585,0.1465347762342491,11.621787568374915,0.06658160169201977,0.9966666671412963,2.4388274209839964,0.1384795392819104,11.570429580552236,4.561123589319842,0.16686508063936514,53.63716244697571
25,1.4802125669585333,0.146552741834066,11.623095749749076,0.06399308486921816,0.9968000004556444,2.3697271442413337,0.1388799464276859,11.574054739815846,4.593233416080475,0.16019047741379056,52.994762897491455
26,1.4493335928927118,0.14654093307868826,11.624222911117423,0.06159787856489639,0.9969230773611966,2.3056574119971356,0.1392378455416842,11.577390807015554,4.616902086433473,0.15402930520556785,52.980828285217285
27,1.419616815558186,0.14651600148379343,11.625260715720094,0.05937939029526628,0.99703703745893,2.2457223329594536,0.1394655133287112,11.580167775431635,4.645743256208127,0.14832451612388015,53.61770057678223
28,1.391619382183703,0.14646776333499317,11.626135722417681,0.057314558739155815,0.9971428575496825,2.188133807814852,0.13978614487058047,11.583118151645268,4.6609979548624585,0.1430272119765987,54.40734243392944
