Epoch,train_gen_loss,train_gen_ssim,train_gen_psnr,valid_gen_loss,valid_gen_ssim,valid_gen_psnr,Elapsed Time (Seconds)
45,0.033714707206796715,0.1714427406546648,11.681707319565763,0.0704369392057862,0.16423673003610936,11.649020909781408,7.67470383644104
46,0.03324143168143028,0.17136606780962862,11.68121201220342,0.06918691187036839,0.1643062246882397,11.649201347893879,7.541363716125488
47,0.03280880342702212,0.17127938975764978,11.680650825139763,0.06792112026269939,0.1643730298232294,11.649380617492204,7.565567493438721
48,0.03238175011895321,0.17119956620121632,11.680125554402672,0.06668163576360905,0.16442764237184412,11.649495231382774,7.621253252029419
49,0.03196090354400427,0.17111535703123476,11.67958555459436,0.06562326447640811,0.1644700214626174,11.649498291935682,7.73642373085022
50,0.03157738545205858,0.17103391186344538,11.679028217951462,0.06452738870273937,0.16451387405395504,11.649596862792968,7.496075391769409
51,0.03119804804621179,0.17096568049248184,11.678585332982685,0.06348680504290603,0.16456775452257685,11.649717631824515,7.458535194396973
52,0.03083304036886264,0.17090891470016242,11.67819963826074,0.06253497250430234,0.16461838630737954,11.649827783757992,7.401402473449707
53,0.030472166233342646,0.17084842401056843,11.677790443452405,0.06154330496518117,0.1646638343407809,11.649913161328483,7.531826496124268
54,0.03012111175943304,0.17077578866016888,11.677316949004505,0.060556780107896335,0.164695556993637,11.649908645385846,7.330518007278442
55,0.029761466606698855,0.1707035460642003,11.676839468984898,0.05963123967824888,0.16471927353173244,11.649870226205874,7.6828625202178955
56,0.029411530932263723,0.17063003597468776,11.676339491397622,0.05877317613982535,0.16474004755062713,11.649831857000079,7.597213268280029
57,0.029079561054590385,0.17056694828640115,11.675905337528881,0.057919300439064965,0.16477250327999318,11.649895511365584,7.520526170730591
58,0.028759786463788642,0.1705063383893371,11.675496023550807,0.05707942570638507,0.16479696006423625,11.649854226545854,7.628871440887451
59,0.028451755873003026,0.17043523618911105,11.675007710932793,0.056274575518533154,0.16481933002295585,11.649811606561459,7.6611151695251465
60,0.028157499973420746,0.17036226222041514,11.674489910337664,0.05551226292595719,0.16482598521944244,11.649664042212747,7.651100397109985
61,0.027876149674365212,0.17028423681785654,11.673952802543438,0.05478541213247353,0.16483307002464806,11.649551053338541,7.658626079559326
62,0.027590544644649738,0.17021285924871915,11.673461718713089,0.05407619904562874,0.16483572072996766,11.649396483849221,7.63060736656189
63,0.027312315961040515,0.170145053343808,11.67299321475694,0.053415276099421066,0.16484391893573305,11.649319625348069,7.7641730308532715
64,0.027049247744596664,0.17007645707174868,11.672531004084487,0.05273890165104107,0.16485073946585707,11.649228101426905,7.681570529937744
65,0.026775742779430158,0.17000630069707134,11.672052367283753,0.052080167340231937,0.16484880299418123,11.649051986374221,7.564762592315674
66,0.026536811010203377,0.1699354798074417,11.671554980454626,0.05145234460673056,0.16486006847918855,11.648981713066417,7.71587872505188
67,0.026285297172777288,0.16987519606686885,11.671136707729769,0.05084453622230519,0.16486335809631944,11.648902409112276,7.540280342102051
68,0.026073122725767246,0.169816181832678,11.670744703797737,0.050255159722929967,0.1648895842506286,11.64896040804246,7.626777648925781
69,0.02585529707096241,0.16976287393476786,11.670396049395087,0.04967646094650147,0.1648956593592333,11.64889937866975,7.486048460006714
70,0.02563228190891326,0.16970322798604945,11.669997241005069,0.04910651948544886,0.16489609388949034,11.648767179018492,7.533860445022583
71,0.025406080605651662,0.1696401952294391,11.669557639765259,0.048551600812797205,0.16488837755062208,11.64854650216585,7.624208211898804
72,0.02518824825500264,0.1695803710267402,11.669138814932039,0.04801028440094958,0.16489548744125795,11.648461016741667,7.677068710327148
73,0.02497981151670807,0.16952340004751618,11.668734496768392,0.04747731532729875,0.164890990162252,11.648321985456151,7.753830432891846
74,0.024770081070092344,0.1694581486818216,11.668292418184944,0.04696051377336283,0.16487910340400525,11.648121195284682,7.34003210067749
75,0.024566300559926913,0.16938966927008223,11.667824590047205,0.04645296414693197,0.16487124027627884,11.647962108958852,7.4974045753479
76,0.024373655613751436,0.1693254997917691,11.667385484461203,0.0459648847722551,0.16485798923949302,11.647794342497319,7.217383146286011
77,0.024173072733060273,0.1692774098519032,11.667050451358508,0.045468558949872485,0.16486368237729615,11.647726333690224,7.362087965011597
78,0.023984152910716167,0.1692206217561772,11.666666656477842,0.044995699242834176,0.16485249464745286,11.647548196476933,7.605295419692993
79,0.023785265680774517,0.1691647223485752,11.6662795290833,0.044530213976619715,0.16484285597834128,11.647371706946123,7.565171480178833
80,0.023584777207838158,0.1691069044335099,11.665870633390218,0.044071225280111495,0.16482635194605044,11.647163649038834,7.7986061573028564
81,0.023396481636947398,0.16904598428683798,11.665448509027932,0.043634558834478386,0.16481340195728603,11.646986627418183,7.552626848220825
82,0.02320938458449149,0.16898617347453784,11.66503082484734,0.043197145351020844,0.16479914637071857,11.646780293162275,7.706685304641724
83,0.023032873055063574,0.16892538945966093,11.664606068060904,0.042782939407415496,0.16478565108410498,11.646595118210321,7.676153182983398
84,0.02285873967976797,0.16886701324046718,11.66419521601743,0.04238661691481934,0.16476491322636086,11.646374762316285,7.589085578918457
85,0.022690187357609568,0.16881469522590686,11.663833309996365,0.04198219100421764,0.1647562123396817,11.646248409454834,7.64490818977356
86,0.02253558681916821,0.16876422031644195,11.663490607880194,0.0415806746382038,0.1647502312290996,11.646100587623062,7.459377765655518
87,0.022386096134344127,0.16872394957084874,11.663200460509477,0.0412166484221894,0.16475902233066478,11.64607605191732,7.704216718673706
88,0.022249442316365966,0.16869479931598166,11.662981842382994,0.04083670447926877,0.1647702115780312,11.646049899503218,7.636676073074341
89,0.022096760011046716,0.1686567115163159,11.662713511368164,0.04048575718142284,0.16476061010202422,11.645886443608626,7.590830087661743
90,0.02195156596325062,0.16861145355974408,11.66239510112339,0.04013083667466136,0.1647533625815854,11.645746023004705,7.58076286315918
91,0.021797405174218108,0.16856872061459677,11.662092130495667,0.03977461264921832,0.16474302297645993,11.645590725002231,7.439347982406616
92,0.021656270094827755,0.16852419843716138,11.66178594499395,0.03944459015672858,0.164743769162964,11.645511561231649,7.577777624130249
93,0.02150915679538549,0.16848468388466384,11.661507075661833,0.03910719392819373,0.16473822805480642,11.64540122750917,7.535085439682007
94,0.021370059815422584,0.16844409074140035,11.661214387163207,0.03877930305682023,0.1647308321248171,11.645246064870454,7.383361101150513
95,0.021233946740278727,0.16840199165672548,11.660900945719227,0.03848492551648447,0.1647217013761758,11.645086855181097,7.634862184524536
96,0.021099083987927,0.16836063638130094,11.660592426745984,0.03816525604237211,0.16471264964308255,11.64494608839353,7.294183015823364
97,0.020965574314777254,0.16831657840221706,11.660275103928436,0.03783756125833572,0.1646970432695096,11.64475566735308,7.6741509437561035
98,0.020833878107622373,0.16827135980271793,11.65995247985771,0.037552600446570134,0.16468673222914257,11.64461238397517,7.655346632003784
99,0.020711928050793655,0.16822836548231093,11.65963592700552,0.03726312564643182,0.16467303654762233,11.64443688703525,7.660294771194458
100,0.020577950153085927,0.16818697160125398,11.659336070908443,0.03697266882116146,0.16465964054519483,11.644269462065266,7.815212726593018
101,0.020446713542518577,0.16814644927967326,11.659036377213315,0.03671415757746659,0.1646511612391279,11.644142504536712,7.5206005573272705
102,0.020336362115697924,0.1681093840132932,11.658758272532546,0.03645589634271443,0.16464458571982682,11.644015161748879,7.393240451812744
103,0.02022367384055672,0.1680725626524401,11.658482564022886,0.03621512425229915,0.1646297828796577,11.643842342777372,7.8422980308532715
104,0.020107859392196708,0.168039985936937,11.658228503231312,0.03594854578271614,0.16463564659332064,11.643794521585214,7.4746739864349365
105,0.019996341309219443,0.16800915486100448,11.65799281206081,0.035699105314362115,0.1646273894356443,11.643674667985927,7.544314384460449
106,0.01989683232717294,0.1679776499307064,11.657762658920932,0.03543854306737924,0.16464182314036438,11.643707355545073,7.359903812408447
107,0.019791863535299728,0.16794759756160138,11.657549058809215,0.035226279887083545,0.1646347615105071,11.64359011362444,7.592141628265381
108,0.019692410859796738,0.16791435397309615,11.657303078773095,0.03497993775489757,0.1646246352932269,11.6434631443987,7.587531566619873
109,0.019592725276703984,0.1678790621950778,11.657052776013922,0.034760486244459377,0.1646213192334267,11.643398907703594,7.588494062423706
110,0.019494483783991653,0.1678486328155762,11.656843348898073,0.03454938570329967,0.1646177525485843,11.643351676247336,7.667081356048584
111,0.019400740701992353,0.16782279842257222,11.656659361025,0.03436377202751792,0.16462881428652573,11.643346287401654,7.641169548034668
112,0.01931910128110931,0.16780291339802916,11.656506910683621,0.03413706500228351,0.16463516295778677,11.643339623104442,7.635996103286743
113,0.01923604370218463,0.1677940370745301,11.656430739474981,0.033934885373733174,0.16468204387665183,11.643539501598356,7.600963830947876
114,0.01915453280273237,0.16778979986505743,11.656392030083884,0.03372744125042237,0.1646831919583218,11.643500331866495,7.555793523788452
115,0.01907851474872534,0.1677754357944418,11.656288786809807,0.033533718746170234,0.16469713563740024,11.643530542577208,7.6173577308654785
116,0.018990726100987402,0.1677731133096002,11.656251558581536,0.0333556436165747,0.1647013863869783,11.643518582406838,7.302104949951172
117,0.018913105150007232,0.16776225328536531,11.656175655517147,0.03315843212206233,0.16471081290165404,11.643523957253244,7.708127737045288
118,0.018839405081366417,0.16775625064638452,11.656118295870712,0.032952952458421336,0.1647302355668946,11.643593135710306,7.632390975952148
119,0.01876197801250704,0.16774242706053363,11.656029829992304,0.03273326267806331,0.1647423187610847,11.643616876682314,7.515743732452393
120,0.018684300090427756,0.16773165716457664,11.65595503603971,0.03253342360258103,0.1647570932679105,11.643678549564246,7.5264177322387695
121,0.018623180412392318,0.16772317909456008,11.655905901696077,0.032355314712610404,0.16476769444191938,11.643725609439016,7.675862073898315
122,0.01855754632984572,0.1677234731449615,11.655909500573724,0.032175101040017244,0.16478914525443156,11.643837790197836,7.622512578964233
123,0.01849158166654496,0.1677236790469719,11.655912401273435,0.031994682810347085,0.16481199673344635,11.643950432737228,7.6051764488220215
124,0.01842362947468263,0.1677212063287799,11.655899586387012,0.03181293327088231,0.16483645653488707,11.644060559985924,7.469217538833618
125,0.018344543928570226,0.16771722289435567,11.655870339796284,0.031617820869792604,0.1648526809215546,11.644125158830121,7.538422107696533
126,0.018262407089036616,0.1677053474111161,11.655791956533205,0.03144398826197285,0.164861921903719,11.644145496995934,7.490582227706909
127,0.018182388711997743,0.16768903012904043,11.655675201799827,0.031270922638299906,0.1648645493053247,11.644118761623767,7.359180927276611
128,0.018099813758292137,0.16767018966278963,11.655547745029137,0.031087061136283668,0.1648659194629132,11.644085103137927,7.553344249725342
129,0.018021381979456862,0.16764958141982064,11.65540310730717,0.030915699473899223,0.16486614089855606,11.644049350773473,7.306122064590454
130,0.017945392666718903,0.16762837599592811,11.655257412185023,0.030732269303782013,0.1648656525395134,11.644003938128064,7.262806415557861
131,0.01786708940986459,0.1676092821612964,11.655129439311079,0.030562226388456102,0.1648648851121325,11.643960140050904,7.524145603179932
132,0.017792964719160642,0.16758814656755008,11.654979499983874,0.03038643218433234,0.16486148287852614,11.643887279447444,7.473000526428223
133,0.01771270729346184,0.1675684180037168,11.654840054189359,0.030213485005288126,0.16485606070788697,11.643810405848535,7.453571081161499
134,0.017636452266825964,0.16754840444970362,11.654696149335775,0.03004728409296138,0.1648538641156465,11.643749931288864,7.681931495666504
135,0.01755551711031439,0.16752819633513785,11.654550762255012,0.02987728881514836,0.16484402025789532,11.643649884747333,7.61189603805542
136,0.017478265087394154,0.16749999209659427,11.654356299895872,0.029720136268253643,0.16482859665657437,11.64350592580071,7.434054374694824
137,0.017397539807062077,0.1674713007783607,11.654153447332954,0.029553436568500045,0.1648129275205837,11.64335699277598,7.475938558578491
138,0.01732557423160848,0.16743994097592055,11.65392968750615,0.029383767224426177,0.16479749594752507,11.643209515195904,7.310530662536621
139,0.017247456216888366,0.16741082827779483,11.653724795965847,0.02921865066724171,0.16478170381409435,11.643069791201285,7.665056467056274
140,0.017171026889293912,0.16738023981670044,11.653509918167485,0.0290503002219386,0.16476556186552183,11.642924240657262,7.399004936218262
141,0.01709691612057276,0.16734757574155518,11.653282651683313,0.02889415712067576,0.16474721361213476,11.642772753879687,7.549180746078491
142,0.017021291491944278,0.1673163633191294,11.653062683353221,0.028747307201048483,0.16472811275728239,11.642607524666682,7.647058963775635
143,0.01694677843080534,0.1672856420184115,11.652842534338685,0.028602445155893712,0.16470902601170534,11.642444980424905,7.541895627975464
144,0.016877375814465828,0.16725555168630787,11.652629125191849,0.028453778776556565,0.16469356353686324,11.642323698660341,7.525888919830322
145,0.016808409101661592,0.16722955819501253,11.652448324956207,0.028331543061426823,0.16467772256057472,11.642199883416156,7.330366134643555
146,0.016742731233891466,0.16720514427314137,11.652278520999259,0.028192709607175404,0.16466492182513706,11.642082002955684,7.558903932571411
147,0.01668323974490436,0.16718290239014305,11.65212293756072,0.028055028150165688,0.1646644957156262,11.642042126416719,7.3974456787109375
148,0.016626595470819384,0.16716289395957987,11.651980304360038,0.027924785340154506,0.16465971066046708,11.64195582966254,7.637110710144043
149,0.016570641623780764,0.16714420409593253,11.651841369020154,0.027790466920132324,0.16466494177339144,11.641943377645516,7.710401296615601
150,0.016515251526126155,0.16712703068813112,11.651716915059978,0.02765678788676407,0.1646599383245816,11.641874808109169,7.6492838859558105
151,0.016458295679338014,0.16710793965529025,11.651575216218955,0.027526011063634892,0.1646508549007575,11.641770103909323,7.6113903522491455
152,0.016403196442719786,0.16708976033382664,11.651437788400042,0.02740882037644182,0.16463997271179304,11.641682219847539,7.665150165557861
153,0.016346478038017698,0.16707151147020216,11.651301896338376,0.027280518148742976,0.1646331354878308,11.641593579514993,7.617041826248169
154,0.016287005059474818,0.16705457536650836,11.651171496076163,0.02715581271977746,0.16462753972625796,11.641510077322248,7.41384482383728
155,0.01622776010557742,0.16703551128757024,11.651027100539128,0.02703005372603968,0.1646209622320892,11.641419971164023,7.497387647628784
156,0.01616464347241611,0.16701802596157328,11.650889266386336,0.026899708456648543,0.16461403977065106,11.641330295509395,7.649599313735962
157,0.016100504055819607,0.16699935779096112,11.650746477266116,0.026771648881334622,0.1646055186077841,11.641236157795568,7.619965553283691
158,0.016040893060413255,0.16697852085059603,11.65058609215352,0.02664103051186706,0.16459459054387762,11.641122072283503,7.659057378768921
159,0.01597988587588717,0.16695569240889024,11.650414440266996,0.02651468357268302,0.16458123615634593,11.640994870778561,7.647470712661743
160,0.015918884836137293,0.16693304054008987,11.650241314636343,0.026393519951538612,0.16456785583021977,11.640860594402664,7.685593605041504
161,0.015858633004853934,0.16690928475379185,11.65006067540582,0.026257039866563234,0.164553676021429,11.64072406581403,7.7031354904174805
162,0.01580179864323515,0.16688388144205857,11.649870773074728,0.02613782461243447,0.16453951577981055,11.640584636350008,7.7641050815582275
163,0.01574119643118402,0.1668605394502398,11.649693571765493,0.02601850331993125,0.16452535850604164,11.640451570097058,7.653536796569824
164,0.015685254630196058,0.16683545831908284,11.649503665887895,0.025901974932581787,0.16451288198849853,11.640323251419748,7.6684889793396
165,0.015627945966592137,0.16681128666341088,11.649321734816946,0.025792445459970108,0.1644994114712908,11.64019147857162,7.683622121810913
166,0.015573695058643894,0.16678669730028697,11.649138260079203,0.025679834929640696,0.16448813301448895,11.640076067465946,7.346539497375488
167,0.015517573902310325,0.16676609629745953,11.648977966016723,0.02556726831291835,0.164480073739474,11.6399797336784,7.683488607406616
168,0.015462979343202374,0.16674632945097376,11.64882637123583,0.025449435819279075,0.1644700106588149,11.639871302621193,7.66552996635437
169,0.015409920240686877,0.166728924584032,11.648691186459741,0.025341665796081898,0.1644653160607963,11.639803975676262,7.6746015548706055
170,0.015362687153753886,0.1667126040276007,11.648565968220536,0.025234536754893757,0.16445990792092163,11.639731630539515,7.72032618522644
171,0.015314431361674947,0.16670107399476575,11.648474390464923,0.025128798304815875,0.16446418562732698,11.639729536828181,7.665283918380737
172,0.015272784444866863,0.16669033803800806,11.648391887199054,0.025026495499540342,0.16445921014120168,11.63965442467946,7.511734485626221
173,0.01522781205391684,0.1666806226988326,11.648309359982301,0.024933897941537244,0.1644637327772408,11.639651820212372,7.707366466522217
174,0.015182117042565854,0.166671666902452,11.648240093679423,0.02482485238661214,0.1644619006815376,11.639605793708798,7.277406454086304
175,0.015138897460604461,0.16665969339140244,11.648146501026464,0.024729930859107487,0.1644603772442063,11.639570138113843,7.697452068328857
176,0.015098076227186896,0.1666516652658543,11.648079760387697,0.024634431031617263,0.16446161716560695,11.639554800080862,7.412287712097168
177,0.015054724336942627,0.16664638200857235,11.648030628292954,0.024531057447914482,0.16446666608544952,11.639546514353391,7.698402404785156
178,0.015009115753548859,0.16663978225007994,11.647970817449243,0.024425703427155984,0.16446899646271002,11.639524530463374,7.64487361907959
179,0.014961763903785378,0.16662632282242343,11.64786854796644,0.024326460805866798,0.1644651817376388,11.639474001313422,7.4192955493927
180,0.0149128022937127,0.1666083510448571,11.647737740528441,0.02422547617343942,0.16445680684363007,11.639396370781798,7.571638584136963
181,0.014861959698304129,0.16658953544883864,11.647602055188413,0.024117365846198037,0.16445089039163105,11.639332603653855,7.546849012374878
182,0.014814247250993598,0.16657065441669913,11.64746210007441,0.024006317128668308,0.1644403693916558,11.639233186647493,7.773387670516968
183,0.014763383226244091,0.16655148462433114,11.647319529602298,0.023913131444772806,0.16442847676793565,11.639120141250608,7.629790782928467
184,0.014713403910110525,0.16653236461168386,11.64717504477156,0.023811328081274234,0.16441758708078644,11.639015005982445,7.649339437484741
185,0.01466483645252994,0.16651226585946274,11.647025159200037,0.02371223371210498,0.1644073201704963,11.638911094009442,7.413746118545532
186,0.014617009583767156,0.16649239304480506,11.646873713280286,0.02362056147900729,0.16439432239311072,11.638786926530564,7.553709268569946
187,0.014571247785061636,0.1664726338318572,11.646722483960778,0.023530689413592733,0.1643838935183506,11.638675868656088,7.537296533584595
188,0.01452859070143236,0.1664547611458116,11.64658057458576,0.02344204646821641,0.16437436666923294,11.638577460320366,7.611016035079956
189,0.014483681067097248,0.16644246230071102,11.646477810289499,0.023351840671293443,0.16436737206705843,11.638498355357225,7.517236709594727
190,0.014444255769601327,0.16643236440598258,11.646387064582429,0.023273927800392995,0.16436341842681035,11.638439821854739,7.651645660400391
191,0.01440674409816401,0.16642432027656776,11.646311136925899,0.02319741705835916,0.16435978134321869,11.638387926529278,7.5380659103393555
192,0.014368434364183067,0.1664150106408839,11.646231562671844,0.023107992174724742,0.16435898012114752,11.63833896228762,7.548703908920288
193,0.014324327011388393,0.16640381599169518,11.646138812017364,0.023017522893421394,0.1643533115531834,11.638264628215836,7.392470598220825
194,0.01427929146388141,0.16638819600217045,11.646019440745984,0.022928390278364862,0.16434464192379275,11.638173554249763,7.574361324310303
195,0.014234933438803722,0.16637198856994628,11.64589563695794,0.02283729195316911,0.164338828856017,11.638100962872278,7.482189178466797
196,0.014191143018723602,0.1663568969316256,11.645777057574186,0.022751507268102364,0.1643306900278868,11.6380133385561,7.487304449081421
197,0.014149357562541142,0.16634007084511182,11.64564734338975,0.02266872242732592,0.16432387288616843,11.637939850525976,7.558913946151733
198,0.014105339942021256,0.16632505226888164,11.645531704610454,0.022585958160316322,0.1643171587717764,11.637868445110064,7.384938478469849
199,0.014063892076296344,0.16630967052807885,11.645411403800848,0.022505575497436876,0.16430856194900245,11.637778322682532,7.4092488288879395
200,0.014022041261196123,0.16629452903638609,11.64529127608406,0.022420969822190027,0.16430216432295072,11.637701190601701,7.650638818740845
201,0.0139780662710855,0.16627884672487747,11.645168624179949,0.022339096655947008,0.16429155444273963,11.637599466721547,7.599840402603149
202,0.013936096282288568,0.16626029908152495,11.645028160166566,0.022255517441769318,0.16428000251926042,11.637486426922576,7.646962642669678
203,0.0138938443707715,0.16624144220443846,11.644883309809584,0.022171908598334816,0.1642664946211971,11.637363361661023,7.599944114685059
204,0.01385123008996052,0.16622205929156544,11.644736525435862,0.022091217724184733,0.1642533389257132,11.637237515679026,7.28629994392395
205,0.013807683562844737,0.1662033397563783,11.6445913567065,0.0220152820293232,0.16423938877698863,11.637112737600669,7.59715723991394
206,0.013770125566819969,0.16618265079998978,11.644434316978751,0.021939709059243067,0.16422858064219906,11.637007415347263,7.540950775146484
207,0.013730599658820671,0.16616596240403825,11.644302226264703,0.02185878106570841,0.16421662335810464,11.636896016150656,7.307111024856567
208,0.01369413378783779,0.1661495057005053,11.644172279753244,0.02178491967228743,0.16420682170591167,11.63679780993429,7.681020259857178
209,0.013657033405425623,0.16613511221390778,11.644056328809501,0.021711983930654974,0.16419842692757244,11.636712076353898,7.65677809715271
210,0.013619756121484049,0.1661230657552001,11.643955844243374,0.021637753722987655,0.16419337902105227,11.636643705326764,7.5659637451171875
211,0.013582847964581583,0.16611057734040913,11.643852422361697,0.02156575591026941,0.16418625794444205,11.636562344125,7.619927167892456
212,0.013546684890423169,0.16609715775767772,11.643743356018952,0.02148592612653409,0.16417827409265598,11.636471658791733,7.471592426300049
213,0.013509355047809986,0.16608301645514548,11.643631613795565,0.021406970978597274,0.16417393612393558,11.636412448370203,7.350085973739624
214,0.013472874191814978,0.1660690589732253,11.643520649794112,0.02132860697115897,0.1641659713085163,11.636326424834484,7.6225550174713135
215,0.013436764041274698,0.16605622515647903,11.643416228183487,0.02126381024245733,0.16416249707435715,11.63627062347929,7.627785682678223
216,0.013401166453896225,0.16604643180693796,11.6433347313983,0.021187685856514114,0.1641595542857343,11.636221950303028,7.548872709274292
217,0.013367146116247912,0.16603813688223074,11.643265275715931,0.021109271908485605,0.16416023619813214,11.636199363865115,7.507667064666748
218,0.013330285362025879,0.16602889843326393,11.643190287814596,0.0210366330114974,0.16415389893798663,11.636124350807888,7.52988600730896
219,0.01329408149499084,0.16601609843192452,11.64308683965365,0.020970338679488252,0.16414680193078235,11.636046951962195,7.605442762374878
220,0.013259230141687863,0.16600032501738776,11.642965859644345,0.020899542624300185,0.1641375366382856,11.635955887786618,7.545551300048828
221,0.013219786568344856,0.16598478336907493,11.642848913126587,0.020822529928128164,0.16412694849677667,11.635860681631893,7.43153715133667
222,0.013183332915539964,0.16596652935802095,11.64271371409939,0.020748350412312547,0.16411629631004804,11.635762685639857,7.591169357299805
223,0.013144965054802343,0.16594893842196362,11.642582457209327,0.020674349651305577,0.16410444938694277,11.635656679109125,7.533429861068726
